2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_eny_eny_	samurai_00_	danger_toohigh_02	vo_eny_eny_samurai_00_danger_toohigh_02	omuk	hambo	Samurai	angry	has seen a player far above him	Hắn tấn công từ phía trên!	They're attacking from above!	4		0
vo_eny_eny_	samurai_00_	danger_unreachable_00	vo_eny_eny_samurai_00_danger_unreachable_00	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	Hèn nhát! Xuống chiến đấu như người đàn ông xem!	Cowards! Fight like men!	4		0
vo_eny_eny_	samurai_00_	danger_unreachable_01	vo_eny_eny_samurai_00_danger_unreachable_01	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	Hắn lên đó bằng cách nào?	How did they get there?	5		0
vo_eny_eny_	samurai_00_	danger_unreachable_02	vo_eny_eny_samurai_00_danger_unreachable_02	omuk	hambo	Samurai	angry	has seen a player, but can't get to that spot	Tao không thể lên với mày…	I can't reach them!	4		0
vo_eny_eny_	samurai_00_	death_scream_00	vo_eny_eny_samurai_00_death_scream_00	omuk	hambo	Samurai	shocked	(sound) short deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_01	vo_eny_eny_samurai_00_death_scream_01	omuk	hambo	Samurai	shocked	(sound) short deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_02	vo_eny_eny_samurai_00_death_scream_02	omuk	hambo	Samurai	shocked	(sound) short deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_03	vo_eny_eny_samurai_00_death_scream_03	omuk	hambo	Samurai	shocked	(sound) short deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_00	vo_eny_eny_samurai_00_death_scream_muffled_00	omuk	hambo	Samurai	struggling	(sound) muffled deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_01	vo_eny_eny_samurai_00_death_scream_muffled_01	omuk	hambo	Samurai	struggling	(sound) muffled deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_02	vo_eny_eny_samurai_00_death_scream_muffled_02	omuk	hambo	Samurai	struggling	(sound) muffled deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_03	vo_eny_eny_samurai_00_death_scream_muffled_03	omuk	hambo	Samurai	struggling	(sound) muffled deathsound			0		0
vo_eny_eny_	samurai_00_	death_scream_muffled_04	vo_eny_eny_samurai_00_death_scream_muffled_04	omuk	hambo	Samurai	struggling	(sound) muffled deathsound			0		0
vo_eny_eny_	samurai_00_	detect_corpse_female_00	vo_eny_eny_samurai_00_detect_corpse_female_00	omuk		Samurai	furious	sees a corpse	Cô ấy đã chết!	She's dead!	2		0
vo_eny_eny_	samurai_00_	detect_corpse_female_01	vo_eny_eny_samurai_00_detect_corpse_female_01	omuk		Samurai	furious	sees a corpse	Chúng đã giết cô ấy…	They killed her!	3		0
vo_eny_eny_	samurai_00_	detect_corpse_male_00	vo_eny_eny_samurai_00_detect_corpse_male_00	omuk		Samurai	furious	sees a corpse	Anh ta đã chết…	He is dead!	3		0
vo_eny_eny_	samurai_00_	detect_corpse_male_01	vo_eny_eny_samurai_00_detect_corpse_male_01	omuk		Samurai	furious	sees a corpse	Chúng đã giết anh ta!	They killed him!	3		0
vo_eny_eny_	samurai_00_	detect_corpse_neutral_00	vo_eny_eny_samurai_00_detect_corpse_neutral_00	omuk	hambo	Samurai	furious	sees a corpse	Có người chết!	Murder!	1		0
vo_eny_eny_	samurai_00_	detect_corpse_neutral_01	vo_eny_eny_samurai_00_detect_corpse_neutral_01	omuk	hambo	Samurai	furious	sees a corpse	Có sát thủ!	Assassins!	1		0
vo_eny_eny_	samurai_00_	detect_footsteps_00	vo_eny_eny_samurai_00_detect_footsteps_00	omuk	hambo	Samurai	suspicious	sees player footprints	Huh? …footprints!	Huh? …footprints!	2		0
vo_eny_eny_	samurai_00_	detect_footsteps_01	vo_eny_eny_samurai_00_detect_footsteps_01	omuk	hambo	Samurai	suspicious	sees player footprints	Ai để lại dấu chân này?	Who made those footprints?	4		0
vo_eny_eny_	samurai_00_	detect_footsteps_02	vo_eny_eny_samurai_00_detect_footsteps_02	omuk	hambo	Samurai	suspicious	sees player footprints	Dấu vết này là của ai?	Who left those tracks?	4		0
vo_eny_eny_	samurai_00_	detect_footsteps_03	vo_eny_eny_samurai_00_detect_footsteps_03	omuk	hambo	Samurai	suspicious	sees player footprints	Dấu vết của kẻ lạ mặt!	Those tracks shouldn't be there…	5		0
vo_eny_eny_	samurai_00_	detect_footsteps_04	vo_eny_eny_samurai_00_detect_footsteps_04	omuk	hambo	Samurai	suspicious	sees player footprints	Có kẻ lén lút ở quanh đây?	Someone must be sneaking about.	5		0
vo_eny_eny_	samurai_00_	detect_lightsource_00	vo_eny_eny_samurai_00_detect_lightsource_00	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Hm? Lửa đã tắt…	Hm? The light went out…	5		0
vo_eny_eny_	samurai_00_	detect_lightsource_01	vo_eny_eny_samurai_00_detect_lightsource_01	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Gió giết chết ngọn lửa.?	Did wind kill the flame?	5		0
vo_eny_eny_	samurai_00_	detect_lightsource_02	vo_eny_eny_samurai_00_detect_lightsource_02	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Lửa sẽ được thắp lại!	That light should be burning.	5		0
vo_eny_eny_	samurai_00_	detect_lightsource_03	vo_eny_eny_samurai_00_detect_lightsource_03	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Ah, cần một thằng ngu nào đó trông coi ngọn lửa này.	Ah, some idiot must have been careless with that lamp.	10		0
vo_eny_eny_	samurai_00_	detect_lightsource_04	vo_eny_eny_samurai_00_detect_lightsource_04	omuk	hambo	Samurai	slightly irritated	sees extiguished lamp	Lửa đã tàn…	The fire died…	3		0
vo_eny_eny_	samurai_00_	detect_player_00	vo_eny_eny_samurai_00_detect_player_00	omuk	hambo	Samurai	agressive	sees a player character	Cấm di chuyển!	Stop moving!	2		0
vo_eny_eny_	samurai_00_	detect_player_01	vo_eny_eny_samurai_00_detect_player_01	omuk	hambo	Samurai	agressive	sees a player character	Đứng yên!	Stop right there!	3		0
vo_eny_eny_	samurai_00_	detect_player_02	vo_eny_eny_samurai_00_detect_player_02	omuk	hambo	Samurai	agressive	sees a player character	Dừng lại!	Halt!	1		0
vo_eny_eny_	samurai_00_	detect_player_03	vo_eny_eny_samurai_00_detect_player_03	omuk	hambo	Samurai	agressive	sees a player character	Tao thấy mày rồi!	I see you!	3		0
vo_eny_eny_	samurai_00_	detect_player_04	vo_eny_eny_samurai_00_detect_player_04	omuk	hambo	Samurai	agressive	sees a player character	Hắn ở đây!	You there!	2		0
vo_eny_eny_	samurai_00_	detect_player_05	vo_eny_eny_samurai_00_detect_player_05	omuk	hambo	Samurai	agressive	sees a player character	Dừng lại ngay!	Stop right there!	3		0
vo_eny_eny_	samurai_00_	detect_player_06	vo_eny_eny_samurai_00_detect_player_06	omuk	hambo	Samurai	agressive	sees a player character	Kẻ đột nhập!	Intruder!	1		0
vo_eny_eny_	samurai_00_	detect_player_07	vo_eny_eny_samurai_00_detect_player_07	omuk	hambo	Samurai	agressive	sees a player character	Chết đi đồ cặn bã!	Die, you scum!	3		0
vo_eny_eny_	samurai_00_	detect_player_08	vo_eny_eny_samurai_00_detect_player_08	omuk	hambo	Samurai	agressive	sees a player character	Tao đã tóm được mày!	I have you now!	4		0
vo_eny_eny_	samurai_00_	detect_player_09	vo_eny_eny_samurai_00_detect_player_09	omuk	hambo	Samurai	agressive	sees a player character	Ê đứa kia!	You!	1		0
vo_eny_eny_	samurai_00_	detect_player_10	vo_eny_eny_samurai_00_detect_player_10	omuk	hambo	Samurai	agressive	sees a player character	Oh, mày sẽ chết ở đây!	Oh, you'll die for being here!	6		0
vo_eny_eny_	samurai_00_	detect_player_11	vo_eny_eny_samurai_00_detect_player_11	omuk	hambo	Samurai	agressive	sees a player character	Tao sẽ giết mày, kẻ tấn công!	I'm gonna kill you, assailant!	5		0
vo_eny_eny_	samurai_00_	detect_player_12	vo_eny_eny_samurai_00_detect_player_12	omuk	hambo	Samurai	agressive	sees a player character	Người Mạc Phủ!	There are Shogunate men here!	5		0
vo_eny_eny_	samurai_00_	detect_player_13	vo_eny_eny_samurai_00_detect_player_13	omuk	hambo	Samurai	agressive	sees a player character	Ah, Là chúng!	Ah, it's them!	3		0
vo_eny_eny_	samurai_00_	detect_player_14	vo_eny_eny_samurai_00_detect_player_14	omuk	hambo	Samurai	agressive	sees a player character	Oh, Mày không nên ở đây!	Oh, you shouldn't be here!	5		0
vo_eny_eny_	samurai_00_	detect_player_15	vo_eny_eny_samurai_00_detect_player_15	omuk	hambo	Samurai	agressive	sees a player character	Oh, Tao sẽ chăm sóc mày!	Oh, I'll take care of you!	6		0
vo_eny_eny_	samurai_00_	detect_player_16	vo_eny_eny_samurai_00_detect_player_16	omuk	hambo	Samurai	agressive	sees a player character	Đừng cố mà chạy!	Don't try to run!	4		0
vo_eny_eny_	samurai_00_	detect_player_17	vo_eny_eny_samurai_00_detect_player_17	omuk	hambo	Samurai	agressive	sees a player character	Chạy đi—thử trốn thoát xem!	Go on—try escaping!	3		0
vo_eny_eny_	samurai_00_	detect_player_geisha_00	vo_eny_eny_samurai_00_detect_player_geisha_00	omuk		Samurai	aha!	senses a nearby player character	Sát thủ ngụy trang!	Assassin in disguise!	3		0
vo_eny_eny_	samurai_00_	detect_player_geisha_01	vo_eny_eny_samurai_00_detect_player_geisha_01	omuk		Samurai	aha!	senses a nearby player character	Ả ta là sát thủ!	She's an assassin!	3		0
vo_eny_eny_	samurai_00_	detect_player_geisha_02	vo_eny_eny_samurai_00_detect_player_geisha_02	omuk		Samurai	aha!	senses a nearby player character	Mày nghĩ lừa được tao hả, đồ đàn bà?!	You think you can fool me, woman?!	7		0
vo_eny_eny_	samurai_00_	detect_player_geisha_03	vo_eny_eny_samurai_00_detect_player_geisha_03	omuk		Samurai	aha!	senses a nearby player character	Tao thấy mày ngụy trang rồi!	I see through your disguise!	5		0
vo_eny_eny_	samurai_00_	detect_player_kill_00	vo_eny_eny_samurai_00_detect_player_kill_00	omuk		Samurai	aha!	senses a player behind him and decapitates him	Hmph! Đồ ngu.	Hmph! You fool.	3		0
vo_eny_eny_	samurai_00_	detect_player_kill_01	vo_eny_eny_samurai_00_detect_player_kill_01	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! Nhát chết.	Ha! Coward.	2		0
vo_eny_eny_	samurai_00_	detect_player_kill_02	vo_eny_eny_samurai_00_detect_player_kill_02	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! Kẻ yếu đuối.	Ha! Weakling.	2		0
vo_eny_eny_	samurai_00_	detect_player_kill_03	vo_eny_eny_samurai_00_detect_player_kill_03	omuk		Samurai	aha!	senses a player behind him and decapitates him	Heh. Mày không phải samurai.	Heh. You are no samurai.	5		0
vo_eny_eny_	samurai_00_	detect_player_kill_04	vo_eny_eny_samurai_00_detect_player_kill_04	omuk		Samurai	aha!	senses a player behind him and decapitates him	Ha! Mày không phù hợp với tao.	Ha! You are no match for me.	7		0
vo_eny_eny_	samurai_00_	detect_player_proximity_00	vo_eny_eny_samurai_00_detect_player_proximity_00	omuk	hambo	Samurai	suspicious	senses a nearby player character	Có gì đó sai sai…	Something's wrong…	2		0
vo_eny_eny_	samurai_00_	detect_player_proximity_01	vo_eny_eny_samurai_00_detect_player_proximity_01	omuk	hambo	Samurai	suspicious	senses a nearby player character	Kỳ lạ thật…nó cảm giác như…	Strange, it…feels like…	3		0
vo_eny_eny_	samurai_00_	detect_player_proximity_02	vo_eny_eny_samurai_00_detect_player_proximity_02	omuk	hambo	Samurai	suspicious	senses a nearby player character	Chờ đã…có ai đó…	Wait…is someone…	2		0
vo_eny_eny_	samurai_00_	detect_player_proximity_03	vo_eny_eny_samurai_00_detect_player_proximity_03	omuk	hambo	Samurai	suspicious	senses a nearby player character	Tao chắc chắn có ai đó ở đây…	There is something there…	4		0
vo_eny_eny_	samurai_00_	detect_sake_00	vo_eny_eny_samurai_00_detect_sake_00	omuk	hambo	Samurai	dismissive	spots the sake bottle	Sa kê, hm? …Mình có rồi.	Sake, hm? …I have my own.	6		0
vo_eny_eny_	samurai_00_	detect_sake_01	vo_eny_eny_samurai_00_detect_sake_01	omuk	hambo	Samurai	dismissive	spots the sake bottle	Sa kê? …hrm, loại cùi bắp ấy mà.	Sake? …hrm, low-grade swill.	4		0
vo_eny_eny_	samurai_00_	detect_sake_02	vo_eny_eny_samurai_00_detect_sake_02	omuk	hambo	Samurai	dismissive	spots the sake bottle	Heh, chủ xứng đáng với lũ bần nông.	Heh, only a peasant would bow down for sake.	9		0
vo_eny_eny_	samurai_00_	detect_tanuki_00	vo_eny_eny_samurai_00_detect_tanuki_00	omuk	hambo	Samurai	dismissive	sees the tanuki	Con vật thối.	Filthy creature.	2		0
vo_eny_eny_	samurai_00_	detect_tanuki_01	vo_eny_eny_samurai_00_detect_tanuki_01	omuk	hambo	Samurai	dismissive	sees the tanuki	Phiền vđ.	Annoying critter.	2		0
vo_eny_eny_	samurai_00_	detect_tanuki_02	vo_eny_eny_samurai_00_detect_tanuki_02	omuk	hambo	Samurai	dismissive	sees the tanuki	Đi đi, trước khi tao…làm thịt mày.	Leave, before I…squish you.	4		0
vo_eny_eny_	samurai_00_	detect_tanuki_03	vo_eny_eny_samurai_00_detect_tanuki_03	omuk	hambo	Samurai	dismissive	sees the tanuki	Huh? Oh…chỉ là một con vật.	Huh? Oh…just some animal.	4		0
vo_eny_eny_	samurai_00_	detect_trap_00	vo_eny_eny_samurai_00_detect_trap_00	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Huh? Thứ rác rưởi gì đây?	Huh? What's this rubbish?	4		0
vo_eny_eny_	samurai_00_	detect_trap_01	vo_eny_eny_samurai_00_detect_trap_01	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Heh! Đồ chơi con nít.	Heh! A child's toy.	4		0
vo_eny_eny_	samurai_00_	detect_trap_02	vo_eny_eny_samurai_00_detect_trap_02	omuk	hambo	Samurai	with contempt	spots the trap on the floor and breaks it	Ai để nó ở đây? …hrm, rác rưởi.	Who left that here? …hrm, trash.	6		0
vo_eny_eny_	samurai_00_	detect_unconscious_female_01	vo_eny_eny_samurai_00_detect_unconscious_female_01	omuk		Samurai	displeased	sees unconcious person	Oh, cô ấy bất tỉnh.	Oh, she's unconscious.	3		0
vo_eny_eny_	samurai_00_	detect_unconscious_female_02	vo_eny_eny_samurai_00_detect_unconscious_female_02	omuk		Samurai	displeased	sees unconcious person	Cô ấy bị đánh…	She's been hit…	3		0
vo_eny_eny_	samurai_00_	detect_unconscious_female_03	vo_eny_eny_samurai_00_detect_unconscious_female_03	omuk		Samurai	displeased	sees unconcious person	Cô ấy bị tấn công.	She's been attacked!	3		0
vo_eny_eny_	samurai_00_	detect_unconscious_male_00	vo_eny_eny_samurai_00_detect_unconscious_male_00	omuk		Samurai	displeased	sees unconcious person	Anh ta bất tỉnh.	He's unconscious.	2		0
vo_eny_eny_	samurai_00_	detect_unconscious_male_01	vo_eny_eny_samurai_00_detect_unconscious_male_01	omuk		Samurai	displeased	sees unconcious person	Anh ta bị đánh!	He's been hit!	3		0
vo_eny_eny_	samurai_00_	detect_unconscious_male_02	vo_eny_eny_samurai_00_detect_unconscious_male_02	omuk		Samurai	displeased	sees unconcious person	Anh ta bị tấn công.	He's been attacked!	3		0
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_01	vo_eny_eny_samurai_00_detect_unconscious_neutral_01	omuk	hambo	Samurai	displeased	sees unconcious person	Chuyện gì đã xảy ra?	What happened?	2		0
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_02	vo_eny_eny_samurai_00_detect_unconscious_neutral_02	omuk	hambo	Samurai	displeased	sees unconcious person	Người! Ai đã đánh ngươi?	You! Who attacked you?	4		0
vo_eny_eny_	samurai_00_	detect_unconscious_neutral_03	vo_eny_eny_samurai_00_detect_unconscious_neutral_03	omuk	hambo	Samurai	displeased	sees unconcious person	Đang ngủ hả?	Are you asleep?	3		0
vo_eny_eny_	samurai_00_	drink_sake_00	vo_eny_eny_samurai_00_drink_sake_00	omuk		Samurai		(sound) drink sake			0		0
vo_eny_eny_	samurai_00_	drop_object_00	vo_eny_eny_samurai_00_drop_object_00	omuk		Samurai		(sound) lay down heavy object			0		0
vo_eny_eny_	samurai_00_	friend_missing_female_00	vo_eny_eny_samurai_00_friend_missing_female_00	omuk		Samurai	displeased	his partner is missing	Cô ấy rời vị trí.	She left her post!	4		0
vo_eny_eny_	samurai_00_	friend_missing_female_01	vo_eny_eny_samurai_00_friend_missing_female_01	omuk		Samurai	displeased	his partner is missing	Cô ấy đâu rồi?	Where is she?	3		0
vo_eny_eny_	samurai_00_	friend_missing_female_02	vo_eny_eny_samurai_00_friend_missing_female_02	omuk		Samurai	displeased	his partner is missing	Cái gì cầm chân cô ấy lại?	What's keeping her?	3		0
vo_eny_eny_	samurai_00_	friend_missing_female_03	vo_eny_eny_samurai_00_friend_missing_female_03	omuk		Samurai	displeased	his partner is missing	Cô ấy đi cũng khá lâu rồi.	She's been gone too long.	5		0
vo_eny_eny_	samurai_00_	friend_missing_female_04	vo_eny_eny_samurai_00_friend_missing_female_04	omuk		Samurai	displeased	his partner is missing	Cố ấy bị mất tích!	She's missing!	2		0
vo_eny_eny_	samurai_00_	friend_missing_female_05	vo_eny_eny_samurai_00_friend_missing_female_05	omuk		Samurai	displeased	his partner is missing	Sao cô ấy bắt mình phải chờ nhỉ!	How dare she keep me waiting!	6		0
vo_eny_eny_	samurai_00_	friend_missing_male_00	vo_eny_eny_samurai_00_friend_missing_male_00	omuk	placeholder	Samurai	displeased	his partner is missing	Anh ta rời vị trí.	He left his post!	4		0
vo_eny_eny_	samurai_00_	friend_missing_male_01	vo_eny_eny_samurai_00_friend_missing_male_01	omuk	placeholder	Samurai	displeased	his partner is missing	Anh ta đâu rồi?	Where is he?	3		0
vo_eny_eny_	samurai_00_	friend_missing_male_02	vo_eny_eny_samurai_00_friend_missing_male_02	omuk	placeholder	Samurai	displeased	his partner is missing	Cái gì cầm chân anh ta lại?	What's keeping him?	3		0
vo_eny_eny_	samurai_00_	friend_missing_male_03	vo_eny_eny_samurai_00_friend_missing_male_03	omuk	placeholder	Samurai	displeased	his partner is missing	Eh, Anh ta đi cũng khá lâu rồi.	Eh, he's been gone too long…	6		0
vo_eny_eny_	samurai_00_	friend_missing_male_04	vo_eny_eny_samurai_00_friend_missing_male_04	omuk	placeholder	Samurai	displeased	his partner is missing	Anh ta bị mất tích!	He's missing!	2		0
vo_eny_eny_	samurai_00_	friend_missing_male_05	vo_eny_eny_samurai_00_friend_missing_male_05	omuk	placeholder	Samurai	displeased	his partner is missing	Sao anh ta bắt mình phải chờ nhỉ!	How dare he keep me waiting!	6		0
vo_eny_eny_	samurai_00_	friend_wakeup_00	vo_eny_eny_samurai_00_friend_wakeup_00	omuk	hambo	Samurai	urgent	wakes unconcious person	Hey! Dậy nào!	Hey! Wake up!	3		0
vo_eny_eny_	samurai_00_	friend_wakeup_01	vo_eny_eny_samurai_00_friend_wakeup_01	omuk	hambo	Samurai	urgent	wakes unconcious person	Dậy đi!	Get up!	2		0
vo_eny_eny_	samurai_00_	friend_wakeup_02	vo_eny_eny_samurai_00_friend_wakeup_02	omuk	hambo	Samurai	urgent	wakes unconcious person	Có sao không?	You all right?	3		0
vo_eny_eny_	samurai_00_	friend_wakeup_03	vo_eny_eny_samurai_00_friend_wakeup_03	omuk	hambo	Samurai	urgent	wakes unconcious person	Có chuyện khỉ gì vậy?	What happened to you?	4		0
vo_eny_eny_	samurai_00_	friend_wakeup_04	vo_eny_eny_samurai_00_friend_wakeup_04	omuk	hambo	Samurai	urgent	wakes unconcious person	Đứng dậy!	On your feet!	3		0
vo_eny_eny_	samurai_00_	hard_work_00	vo_eny_eny_samurai_00_hard_work_00	omuk		Samurai		(sound) pushing a cart			0		0
vo_eny_eny_	samurai_00_	hear_noise_00	vo_eny_eny_samurai_00_hear_noise_00	omuk		Samurai	suspicious	hears strange noise	Hả?!	Huh?!	1		0
vo_eny_eny_	samurai_00_	hear_noise_01	vo_eny_eny_samurai_00_hear_noise_01	omuk		Samurai	suspicious	hears strange noise	Cái gì thế?	What was that?	3		0
vo_eny_eny_	samurai_00_	hear_noise_02	vo_eny_eny_samurai_00_hear_noise_02	omuk		Samurai	suspicious	hears strange noise	Mình nghe thấy gì đó…	I heard something…	3		0
vo_eny_eny_	samurai_00_	hear_noise_03	vo_eny_eny_samurai_00_hear_noise_03	omuk		Samurai	suspicious	hears strange noise	Tiếng động lớn…	Strange sound…	2		0
vo_eny_eny_	samurai_00_	hear_noise_04	vo_eny_eny_samurai_00_hear_noise_04	omuk		Samurai	suspicious	hears strange noise	Đó là…tiếng ồn…	That noise…	2		0
vo_eny_eny_	samurai_00_	hear_noise_directhit_00	vo_eny_eny_samurai_00_hear_noise_directhit_00	omuk		Samurai	anger	is hit by stone	Huh? Sao mày dám, đồ hèn!	Huh? How dare you, coward?!	5		0
vo_eny_eny_	samurai_00_	hear_noise_directhit_01	vo_eny_eny_samurai_00_hear_noise_directhit_01	omuk		Samurai	contempt	is hit by stone	Mày phải trả giá cho những gì mày đang làm!	You'll suffer for this, wherever you are!	7		0
vo_eny_eny_	samurai_00_	hear_noise_directhit_02	vo_eny_eny_samurai_00_hear_noise_directhit_02	omuk		Samurai	anger	is hit by stone	Hrm! Lộ diện ngay coi nào!	Hrm! Show yourself, coward!	4		0
vo_eny_eny_	samurai_00_	hear_noise_directhit_03	vo_eny_eny_samurai_00_hear_noise_directhit_03	omuk		Samurai	contempt	is hit by stone	Mày không làm được gì cả! …Đồ ngu!	You achieved nothing! …fool!	4		0
vo_eny_eny_	samurai_00_	hear_noise_gunshot_00	vo_eny_eny_samurai_00_hear_noise_gunshot_00	omuk		Samurai	alarmed	hears player gunshot	Sao có tiếng súng?	Why is there shooting?!	4		0
vo_eny_eny_	samurai_00_	hear_noise_gunshot_01	vo_eny_eny_samurai_00_hear_noise_gunshot_01	omuk		Samurai	alarmed	hears player gunshot	Tiếng súng! Báo động!	Shots fired! Alarm!	3		0
vo_eny_eny_	samurai_00_	hear_noise_gunshot_02	vo_eny_eny_samurai_00_hear_noise_gunshot_02	omuk		Samurai	alarmed	hears player gunshot	Địch có hỏa lực!	The enemy has firearms!	4		0
vo_eny_eny_	samurai_00_	hear_noise_human_00	vo_eny_eny_samurai_00_hear_noise_human_00	omuk		Samurai	fierce	hears human noise	Có ai đó ở đây?	Someone there?	2		0
vo_eny_eny_	samurai_00_	hear_noise_human_01	vo_eny_eny_samurai_00_hear_noise_human_01	omuk		Samurai	fierce	hears human noise	Có ai đó đến đây?	Who goes there?	3		0
vo_eny_eny_	samurai_00_	hear_noise_human_02	vo_eny_eny_samurai_00_hear_noise_human_02	omuk		Samurai	fierce	hears human noise	Tao nghe thấy rồi!	I heard that!	3		0
