2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_eny_eny_	static_00_	detect_lightsource_00	vo_eny_eny_static_00_detect_lightsource_00	omuk		Static	dismissive	sees extiguished lamp, but doesn't leave his post	Lửa đã tắt…	The light's gone out!	4		0
vo_eny_eny_	static_00_	detect_lightsource_01	vo_eny_eny_static_00_detect_lightsource_01	omuk		Static	dismissive	sees extiguished lamp, but doesn't leave his post	Là gió hả?	Was it the wind?	4		0
vo_eny_eny_	static_00_	detect_lightsource_02	vo_eny_eny_static_00_detect_lightsource_02	omuk		Static	dismissive	sees extiguished lamp, but doesn't leave his post	Lửa sẽ được thắp lại!	That light should be burning!	5		0
vo_eny_eny_	static_00_	detect_lightsource_03	vo_eny_eny_static_00_detect_lightsource_03	omuk		Static	dismissive	sees extiguished lamp, but doesn't leave his post	Ugh… Cần có người để ý ngọn lửa này.	Ugh… Someone has been careless with the lamp.	8		0
vo_eny_eny_	static_00_	detect_lightsource_04	vo_eny_eny_static_00_detect_lightsource_04	omuk		Static	dismissive	sees extiguished lamp, but doesn't leave his post	Lửa đã tàn…	The fire's died…	3		0
vo_eny_eny_	static_00_	detect_player_00	vo_eny_eny_static_00_detect_player_00	omuk	hambo	Static	agressive	sees a player character	Cấm di chuyển!	Don't you move!	3		0
vo_eny_eny_	static_00_	detect_player_01	vo_eny_eny_static_00_detect_player_01	omuk	hambo	Static	agressive	sees a player character	Đứng yên!	Stop right there!	3		0
vo_eny_eny_	static_00_	detect_player_02	vo_eny_eny_static_00_detect_player_02	omuk	hambo	Static	agressive	sees a player character	Dừng lại!	Halt!	1		0
vo_eny_eny_	static_00_	detect_player_03	vo_eny_eny_static_00_detect_player_03	omuk	hambo	Static	agressive	sees a player character	Tao thấy mày rồi!	I can see you!	4		0
vo_eny_eny_	static_00_	detect_player_04	vo_eny_eny_static_00_detect_player_04	omuk	hambo	Static	agressive	sees a player character	Hắn ở đây!	You there!	2		0
vo_eny_eny_	static_00_	detect_player_05	vo_eny_eny_static_00_detect_player_05	omuk	hambo	Static	agressive	sees a player character	Dừng lại ngay!	Stop right there!	3		0
vo_eny_eny_	static_00_	detect_player_06	vo_eny_eny_static_00_detect_player_06	omuk	hambo	Static	agressive	sees a player character	Kẻ đột nhập!	Intruder!	1		0
vo_eny_eny_	static_00_	detect_player_07	vo_eny_eny_static_00_detect_player_07	omuk	hambo	Static	agressive	sees a player character	Chết đi đồ cặn bã!	Die, you scum!	3		0
vo_eny_eny_	static_00_	detect_player_08	vo_eny_eny_static_00_detect_player_08	omuk	hambo	Static	agressive	sees a player character	Tao đã tóm được mày!	I've got you!	3		0
vo_eny_eny_	static_00_	detect_player_09	vo_eny_eny_static_00_detect_player_09	omuk	hambo	Static	agressive	sees a player character	Ê đứa kia!	Hey, you!	2		0
vo_eny_eny_	static_00_	detect_player_10	vo_eny_eny_static_00_detect_player_10	omuk	hambo	Static	agressive	sees a player character	Cái chết cho kẻ tấn công!	Death to the attacker!	4		0
vo_eny_eny_	static_00_	detect_player_11	vo_eny_eny_static_00_detect_player_11	omuk	hambo	Static	agressive	sees a player character	Giết kẻ tấn công!	Kill the intruder!	3		0
vo_eny_eny_	static_00_	detect_player_12	vo_eny_eny_static_00_detect_player_12	omuk	hambo	Static	agressive	sees a player character	Người Mạc Phủ!	It's the Shogunate!	3		0
vo_eny_eny_	static_00_	detect_player_13	vo_eny_eny_static_00_detect_player_13	omuk	hambo	Static	agressive	sees a player character	Là chúng!	It's them!	2		0
vo_eny_eny_	static_00_	detect_player_14	vo_eny_eny_static_00_detect_player_14	omuk	hambo	Static	agressive	sees a player character	Mày không nên ở đây!	You shouldn't be here!	4		0
vo_eny_eny_	static_00_	detect_player_15	vo_eny_eny_static_00_detect_player_15	omuk	hambo	Static	agressive	sees a player character	Tao sẽ chăm sóc mày…	I'll take care of you…	5		0
vo_eny_eny_	static_00_	detect_player_16	vo_eny_eny_static_00_detect_player_16	omuk	hambo	Static	agressive	sees a player character	Đừng cố mà chạy!	Don't try to run!	4		0
vo_eny_eny_	static_00_	detect_player_17	vo_eny_eny_static_00_detect_player_17	omuk	hambo	Static	agressive	sees a player character	Mày không thể thoát!	You can't escape!	3		0
vo_eny_eny_	static_00_	detect_player_proximity_00	vo_eny_eny_static_00_detect_player_proximity_00	omuk	hambo	Static	suspicious	senses a nearby player character	Có gì đó sai sai…	Something's wrong…	2		0
vo_eny_eny_	static_00_	detect_player_proximity_01	vo_eny_eny_static_00_detect_player_proximity_01	omuk	hambo	Static	suspicious	senses a nearby player character	Kỳ lạ thật…nó cảm giác như…	Strange… It feels like…	4		0
vo_eny_eny_	static_00_	detect_player_proximity_02	vo_eny_eny_static_00_detect_player_proximity_02	omuk	hambo	Static	suspicious	senses a nearby player character	Chờ đã…có ai đó…	Wait…is someone…	2		0
vo_eny_eny_	static_00_	detect_player_proximity_03	vo_eny_eny_static_00_detect_player_proximity_03	omuk	hambo	Static	suspicious	senses a nearby player character	Tao…Tao chắc chắn có ai đó ở đây…	I'm…I'm sure there's something there…	5		0
vo_eny_eny_	static_00_	detect_sake_00	vo_eny_eny_static_00_detect_sake_00	omuk	hambo	Static	dismissive	spots the sake bottle	Sa kê hả? ...người khác cũng sẽ lấy nó thôi.	Sake, huh? ...someone else have it.	6		0
vo_eny_eny_	static_00_	detect_sake_01	vo_eny_eny_static_00_detect_sake_01	omuk	hambo	Static	dismissive	spots the sake bottle	Ah… Mình không thể rời vị trí vì chai sa kê.	Ah… I can't leave my post for sake.	8		0
vo_eny_eny_	static_00_	detect_sake_02	vo_eny_eny_static_00_detect_sake_02	omuk	hambo	Static	dismissive	spots the sake bottle	Thật tệ khi mình đã cai rượu.	It's a bad thing I stopped drinking.	7		0
vo_eny_eny_	static_00_	detect_tanuki_00	vo_eny_eny_static_00_detect_tanuki_00	omuk	hambo	Static	indifferent	sees the tanuki	Oh, chỉ là một con vật…	Oh, it's just an animal…	5		0
vo_eny_eny_	static_00_	detect_tanuki_01	vo_eny_eny_static_00_detect_tanuki_01	omuk	hambo	Static	annoyed	sees the tanuki	Chạy đi! Shoo!	Away with you! Shoo!	4		0
vo_eny_eny_	static_00_	detect_tanuki_02	vo_eny_eny_static_00_detect_tanuki_02	omuk	hambo	Static	indifferent	sees the tanuki	Ah…được rồi, mình chỉ cần lờ đi.	Ah…all right, I'll just ignore it.	6		0
vo_eny_eny_	static_00_	detect_unconscious_female_01	vo_eny_eny_static_00_detect_unconscious_female_01	omuk		Static	concerned	sees unconcious person	Cô ấy bất tỉnh.	Ah! She's unconscious!	3		0
vo_eny_eny_	static_00_	detect_unconscious_female_02	vo_eny_eny_static_00_detect_unconscious_female_02	omuk		Static	concerned	sees unconcious person	Cô ấy bị đánh!	She's been hit!	3		0
vo_eny_eny_	static_00_	detect_unconscious_female_03	vo_eny_eny_static_00_detect_unconscious_female_03	omuk		Static	concerned	sees unconcious person	Cô ấy bị tấn công.	She has been attacked!	4		0
vo_eny_eny_	static_00_	detect_unconscious_male_00	vo_eny_eny_static_00_detect_unconscious_male_00	omuk		Static	concerned	sees unconcious person	Anh ta bất tỉnh.	He's unconscious!	2		0
vo_eny_eny_	static_00_	detect_unconscious_male_01	vo_eny_eny_static_00_detect_unconscious_male_01	omuk		Static	concerned	sees unconcious person	Anh ta bị đánh!	He's been hit!	3		0
vo_eny_eny_	static_00_	detect_unconscious_male_02	vo_eny_eny_static_00_detect_unconscious_male_02	omuk		Static	concerned	sees unconcious person	Anh ta có vẻ như bị tấn công.	That man looks like he's been attacked.	7		0
vo_eny_eny_	static_00_	detect_unconscious_neutral_01	vo_eny_eny_static_00_detect_unconscious_neutral_01	omuk	hambo	Static	concerned	sees unconcious person	Chuyện gì đã xảy ra?	What happened there?	3		0
vo_eny_eny_	static_00_	detect_unconscious_neutral_02	vo_eny_eny_static_00_detect_unconscious_neutral_02	omuk	hambo	Static	concerned	sees unconcious person	Hey…có gì không ổn hả?	Hey! What's wrong?	3		0
vo_eny_eny_	static_00_	detect_unconscious_neutral_03	vo_eny_eny_static_00_detect_unconscious_neutral_03	omuk	hambo	Static	concerned	sees unconcious person	Đang ngủ hả?	Are you sleeping?	3		0
vo_eny_eny_	static_00_	drink_sake_00	vo_eny_eny_static_00_drink_sake_00	omuk		Static		(sound) drink sake			0		0
vo_eny_eny_	static_00_	drop_object_00	vo_eny_eny_static_00_drop_object_00	omuk		Static		(sound) lay down heavy object			0		0
vo_eny_eny_	static_00_	friend_missing_female_00	vo_eny_eny_static_00_friend_missing_female_00	omuk		Static	concerned	his partner is missing	Cố ấy bị mất tích!	He's gone missing!	3		0
vo_eny_eny_	static_00_	friend_missing_female_01	vo_eny_eny_static_00_friend_missing_female_01	omuk		Static	concerned	his partner is missing	Cô ấy rời vị trí.	She left her post!	4		0
vo_eny_eny_	static_00_	friend_missing_female_02	vo_eny_eny_static_00_friend_missing_female_02	omuk		Static	concerned	his partner is missing	Cô ấy đâu rồi?	Where is she?	3		0
vo_eny_eny_	static_00_	friend_missing_female_03	vo_eny_eny_static_00_friend_missing_female_03	omuk		Static	concerned	his partner is missing	Cái gì cầm chân cô ấy lại?	What is keeping her?	4		0
vo_eny_eny_	static_00_	friend_missing_female_04	vo_eny_eny_static_00_friend_missing_female_04	omuk		Static	concerned	his partner is missing	Ugh…Cô ấy đi cũng khá lâu rồi.	Ugh…she's gone too long.	4		0
vo_eny_eny_	static_00_	friend_missing_male_01	vo_eny_eny_static_00_friend_missing_male_01	omuk	placeholder	Static	concerned	his partner is missing	Anh ta rời vị trí.	He left his post.	4		0
vo_eny_eny_	static_00_	friend_missing_male_02	vo_eny_eny_static_00_friend_missing_male_02	omuk	placeholder	Static	concerned	his partner is missing	Anh ta đâu rồi?	Where is he?	3		0
vo_eny_eny_	static_00_	friend_missing_male_03	vo_eny_eny_static_00_friend_missing_male_03	omuk	placeholder	Static	concerned	his partner is missing	Cái gì cầm chân anh ta lại?	What on earth is keeping him?	6		0
vo_eny_eny_	static_00_	friend_missing_male_04	vo_eny_eny_static_00_friend_missing_male_04	omuk	placeholder	Static	concerned	his partner is missing	Anh ta đi cũng khá lâu rồi.	He's gone too long!	4		0
vo_eny_eny_	static_00_	friend_wakeup_00	vo_eny_eny_static_00_friend_wakeup_00	omuk	hambo	Static	urgent	wakes unconcious person	Hey! Dậy đi!	Hey! Wake up!	3		0
vo_eny_eny_	static_00_	friend_wakeup_01	vo_eny_eny_static_00_friend_wakeup_01	omuk	hambo	Static	urgent	wakes unconcious person	Dậy nào!	Get up!	2		0
vo_eny_eny_	static_00_	friend_wakeup_02	vo_eny_eny_static_00_friend_wakeup_02	omuk	hambo	Static	urgent	wakes unconcious person	Có sao không?	Are you all right?	4		0
vo_eny_eny_	static_00_	friend_wakeup_03	vo_eny_eny_static_00_friend_wakeup_03	omuk	hambo	Static	urgent	wakes unconcious person	Có chuyện khỉ gì vậy?	What happened to you?	4		0
vo_eny_eny_	static_00_	friend_wakeup_04	vo_eny_eny_static_00_friend_wakeup_04	omuk	hambo	Static	urgent	wakes unconcious person	Hey! Đứng dậy!	Hey! On your feet!	4		0
vo_eny_eny_	static_00_	hard_work_00	vo_eny_eny_static_00_hard_work_00	omuk		Static		(sound) pushing a cart			0		0
vo_eny_eny_	static_00_	hear_noise_00	vo_eny_eny_static_00_hear_noise_00	omuk		Static	suspicious	hears strange noise	Hả?!	Huh?!	1		0
vo_eny_eny_	static_00_	hear_noise_01	vo_eny_eny_static_00_hear_noise_01	omuk		Static	suspicious	hears strange noise	Cái gì thế?	What was that?	3		0
vo_eny_eny_	static_00_	hear_noise_02	vo_eny_eny_static_00_hear_noise_02	omuk		Static	suspicious	hears strange noise	Mình nghe thấy gì đó…	I heard something…	3		0
vo_eny_eny_	static_00_	hear_noise_03	vo_eny_eny_static_00_hear_noise_03	omuk		Static	suspicious	hears strange noise	Tiếng động lớn…	Strange sound…	2		0
vo_eny_eny_	static_00_	hear_noise_04	vo_eny_eny_static_00_hear_noise_04	omuk		Static	suspicious	hears strange noise	Đó là…tiếng ồn…	That noise…	2		0
vo_eny_eny_	static_00_	hear_noise_directhit_00	vo_eny_eny_static_00_hear_noise_directhit_00	omuk		Static	very irritated	is hit by stone	Ah! …thằng nào dám?	Ah! Who was that?	4		0
vo_eny_eny_	static_00_	hear_noise_directhit_01	vo_eny_eny_static_00_hear_noise_directhit_01	omuk		Static	very irritated	is hit by stone	Ow! …Mày phải trả giá cho chuyện này!	Ow! …you'll pay for this!	5		0
vo_eny_eny_	static_00_	hear_noise_directhit_02	vo_eny_eny_static_00_hear_noise_directhit_02	omuk		Static	very irritated	is hit by stone	Ow! Lộ diện ngay coi nào!	Ow! Show yourself, now!	4		0
vo_eny_eny_	static_00_	hear_noise_directhit_03	vo_eny_eny_static_00_hear_noise_directhit_03	omuk		Static	very irritated	is hit by stone	Ouch! Dừng lại ngay!	Ouch! Stop this!	3		0
vo_eny_eny_	static_00_	hear_noise_gunshot_00	vo_eny_eny_static_00_hear_noise_gunshot_00	omuk		Static	alarmed	hears player gunshot	Sao có tiếng súng?	Why is there shooting?	4		0
vo_eny_eny_	static_00_	hear_noise_gunshot_01	vo_eny_eny_static_00_hear_noise_gunshot_01	omuk		Static	alarmed	hears player gunshot	Tiếng súng! Báo động!	Shots fired! Alarm!	3		0
vo_eny_eny_	static_00_	hear_noise_gunshot_02	vo_eny_eny_static_00_hear_noise_gunshot_02	omuk		Static	alarmed	hears player gunshot	Địch có hỏa lực!	The enemy has firearms!	4		0
vo_eny_eny_	static_00_	hear_noise_human_00	vo_eny_eny_static_00_hear_noise_human_00	omuk		Static	tense	hears human noise	Có ai đó ở đây?	Is someone there?	3		0
vo_eny_eny_	static_00_	hear_noise_human_01	vo_eny_eny_static_00_hear_noise_human_01	omuk		Static	tense	hears human noise	Có ai đó đến đây?	Who goes there?	3		0
vo_eny_eny_	static_00_	hear_noise_human_02	vo_eny_eny_static_00_hear_noise_human_02	omuk		Static	tense	hears human noise	Tao nghe thấy rồi!	I heard that!	3		0
vo_eny_eny_	static_00_	hear_noise_human_03	vo_eny_eny_static_00_hear_noise_human_03	omuk		Static	tense	hears human noise	Đứa nào làm ồn?	Who's making that noise?	4		0
vo_eny_eny_	static_00_	hear_noise_human_04	vo_eny_eny_static_00_hear_noise_human_04	omuk		Static	tense	hears human noise	Thằng nào nấp trong bóng tối?	Who hides in the shadows?	5		0
vo_eny_eny_	static_00_	hear_noise_human_05	vo_eny_eny_static_00_hear_noise_human_05	omuk		Static	tense	hears human noise	Ai đó?	Who is this?	3		0
vo_eny_eny_	static_00_	hear_noise_too_much_00	vo_eny_eny_static_00_hear_noise_too_much_00	omuk	hambo	Static	irritated	irritated by a continuous string of strange noises	Quá đủ rồi!	Enough already!	2		0
vo_eny_eny_	static_00_	hear_noise_too_much_01	vo_eny_eny_static_00_hear_noise_too_much_01	omuk	hambo	Static	irritated	irritated by a continuous string of strange noises	Thằng nào đang làm đấy?	Who is doing this?	4		0
vo_eny_eny_	static_00_	hear_noise_too_much_02	vo_eny_eny_static_00_hear_noise_too_much_02	omuk	hambo	Static	irritated	irritated by a continuous string of strange noises	Lộ mặt đi!	Show yourself!	2		0
vo_eny_eny_	static_00_	hear_noise_too_much_03	vo_eny_eny_static_00_hear_noise_too_much_03	omuk	hambo	Static	irritated	irritated by a continuous string of strange noises	Đéo vui tý nào đâu!	This isn't funny!	3		0
vo_eny_eny_	static_00_	hum_00	vo_eny_eny_static_00_hum_00	omuk		Static		(sound) humming tune			0		0
vo_eny_eny_	static_00_	ignore_distraction_00	vo_eny_eny_static_00_ignore_distraction_00	omuk	hambo	Static	dutiful	ignores player distraction (whistle, stone noise)	Aw, nó…chả có gì.	Aw, it's…nothing.	2		0
vo_eny_eny_	static_00_	ignore_distraction_01	vo_eny_eny_static_00_ignore_distraction_01	omuk	hambo	Static	dutiful	ignores player distraction (whistle, stone noise)	Chỉ là gió mà thôi.	Just the wind.	3		0
vo_eny_eny_	static_00_	ignore_distraction_02	vo_eny_eny_static_00_ignore_distraction_02	omuk	hambo	Static	dutiful	ignores player distraction (whistle, stone noise)	Gió đang đùa mình ấy mà.	The wind plays tricks on me.	6		0
vo_eny_eny_	static_00_	ignore_distraction_03	vo_eny_eny_static_00_ignore_distraction_03	omuk	hambo	Static	dutiful	ignores player distraction (whistle, stone noise)	Mình sẽ không bị phân tâm nữa.	I will not be distracted.	5		0
vo_eny_eny_	static_00_	ignore_distraction_04	vo_eny_eny_static_00_ignore_distraction_04	omuk	hambo	Static	dutiful	ignores player distraction (whistle, stone noise)	Hm… Không có gì.	Hm… Nothing.	2		0
vo_eny_eny_	static_00_	ignore_disturbance_00	vo_eny_eny_static_00_ignore_disturbance_00	omuk	hambo	Static	dutiful	ignores disturbance (footprints, snuffed torch)	Mình…không thể rời vị trí.	I…cannot leave my post.	4	JAPANESE	1
vo_eny_eny_	static_00_	ignore_disturbance_01	vo_eny_eny_static_00_ignore_disturbance_01	omuk	hambo	Static	dutiful	ignores disturbance (footprints, snuffed torch)	Phải nhớ nhiệm vụ của mình.	I must remember my duty.	5		0
vo_eny_eny_	static_00_	ignore_disturbance_02	vo_eny_eny_static_00_ignore_disturbance_02	omuk	hambo	Static	dutiful	ignores disturbance (footprints, snuffed torch)	Chả có gì quan trọng.	Nothing important.	2		0
vo_eny_eny_	static_00_	ignore_disturbance_03	vo_eny_eny_static_00_ignore_disturbance_03	omuk	hambo	Static	dutiful	ignores disturbance (footprints, snuffed torch)	Nó không đáng quan tâm.	Not worth it.	3		0
vo_eny_eny_	static_00_	investigate_accident_start_00	vo_eny_eny_static_00_investigate_accident_start_00	omuk	hambo	Static	shocked	sees accident (like guard crushed by falling debris)	Chuyện quái gì vậy?	What happened?	2		0
vo_eny_eny_	static_00_	investigate_accident_start_01	vo_eny_eny_static_00_investigate_accident_start_01	omuk	hambo	Static	shocked	sees accident (like guard crushed by falling debris)	Sao nó lại xảy ra được?	How did this happen?	4		0
vo_eny_eny_	static_00_	investigate_accident_start_02	vo_eny_eny_static_00_investigate_accident_start_02	omuk	hambo	Static	shocked	sees accident (like guard crushed by falling debris)	Đéo thể nào!	Impossible!	1		0
vo_eny_eny_	static_00_	investigate_accident_start_03	vo_eny_eny_static_00_investigate_accident_start_03	omuk	hambo	Static	shocked	sees accident (like guard crushed by falling debris)	N-nhưng…sao?!	B-but…how?!	1		0
vo_eny_eny_	static_00_	investigate_accident_start_04	vo_eny_eny_static_00_investigate_accident_start_04	omuk	hambo	Static	shocked	sees accident (like guard crushed by falling debris)	Không! Nó không thể!	No! It can't be!	4		0
vo_eny_eny_	static_00_	investigate_accident_stop_00	vo_eny_eny_static_00_investigate_accident_stop_00	omuk	hambo	Static	accepting	stops investigating accident	Đời mày quá đen…	Oh, such a shame…	4		0
